SHIPPING_LOCATION,DEPARTMENT,CATEGORY,SUBCATEGORY,BREADCRUMBS,SKU,PRODUCT_URL,PRODUCT_NAME,BRAND,PRICE_RETAIL,PRICE_CURRENT,PRODUCT_SIZE,PROMOTION,RunDate,Month,Season,IsWinter,IsSummer,IsIceCream,Price_Change,Days_Since_Last_Price_Update,Price_Retail_Log,Price_Current_Log,Product_Length,IsHighPrice,Predicted_Price,Adjusted_Price
60601,Snacks,Cookies,,Snacks/Cookies,528020142,https://www.walmart.com/ip/Chocolate-Chip-Cookies,"Chips Ahoy Chocolate Chip Cookies, 13 Oz",Chips Ahoy,4.29,4.314196227156604,13,Regular,2022-10-01,10,Fall,0,0,0,0.0,0.0,1.665818245870208,1.665818245870208,40,1,4.151347281544071,4.151347281544071
30301,Bakery,Pastries,,Bakery/Pastries,315260842,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.29867197553422,8,Regular,2022-11-04,11,Fall,0,0,0,0.0,0.0,1.501852701754163,1.501852701754163,30,0,3.5000735392161566,3.5000735392161566
79936,Beverages,Soda,,Beverages/Soda,362788605,https://www.walmart.com/ip/Lemon-Lime-Soda,"Sprite Lemon-Lime Soda, 2 L",Sprite,1.99,1.8175082167486967,2,Regular,2022-01-31,1,Winter,1,0,0,0.0,0.0,1.095273387402595,1.095273387402595,27,0,1.9838767648863906,1.9838767648863906
30301,Snacks,Chips,,Snacks/Chips,873486954,https://www.walmart.com/ip/Tortilla-Chips,"Tostitos Tortilla Chips, 10 Oz",Tostitos,3.49,3.433771247075903,10,Regular,2022-04-04,4,Spring,0,0,0,0.0,0.0,1.501852701754163,1.501852701754163,30,0,3.5000735392161566,3.5000735392161566
79936,Beverages,Juice,,Beverages/Juice,430103652,https://www.walmart.com/ip/Apple-Juice,"Mott's Apple Juice, 64 Oz",Mott's,3.49,3.3887168879665577,64,Regular,2022-07-07,7,Summer,0,1,0,0.0,0.0,1.501852701754163,1.501852701754163,25,0,3.5000735392161566,3.5000735392161566
10001,Snacks,Chips,,Snacks/Chips,402699218,https://www.walmart.com/ip/Tortilla-Chips,"Tostitos Tortilla Chips, 10 Oz",Tostitos,3.49,3.5214247332595274,10,Regular,2022-04-22,4,Spring,0,0,0,0.0,0.0,1.501852701754163,1.501852701754163,30,0,3.5000735392161566,3.5000735392161566
60601,Snacks,Chips,,Snacks/Chips,529710790,https://www.walmart.com/ip/Tortilla-Chips,"Tostitos Tortilla Chips, 10 Oz",Tostitos,3.49,3.3991975924478792,10,Regular,2022-05-13,5,Spring,0,0,0,0.0,0.0,1.501852701754163,1.501852701754163,30,0,3.5000735392161566,3.5000735392161566
10001,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",252420058,https://www.walmart.com/ip/Garlic-Hummus,"Marketside Garlic Hummus, 10 Oz",Marketside,2.67,2.5287696298664706,10,Regular,2022-08-27,8,Summer,0,1,0,0.0,0.0,1.3001916620664788,1.3001916620664788,31,0,2.6714230092452333,2.6714230092452333
30301,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",115867222,https://www.walmart.com/ip/Roasted-Red-Pepper-Hummus,"Marketside Roasted Red Pepper Hummus, 10 Oz",Marketside,2.67,2.8165648768921554,10,Regular,2022-11-11,11,Fall,0,0,0,0.0,0.0,1.3001916620664788,1.3001916620664788,43,0,2.6714230092452333,2.6714230092452333
79936,Bakery,Cakes,,Bakery/Cakes,878724244,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,5.967422369951347,15,Regular,2022-07-16,7,Summer,0,1,0,0.0,0.0,1.944480556245719,1.944480556245719,32,1,5.999656172492293,5.999656172492293
90001,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",248421397,https://www.walmart.com/ip/Roasted-Red-Pepper-Hummus,"Marketside Roasted Red Pepper Hummus, 10 Oz",Marketside,2.67,2.6767528204687925,10,Regular,2022-11-30,11,Fall,0,0,0,0.0,0.0,1.3001916620664788,1.3001916620664788,43,0,2.6714230092452333,2.6714230092452333
60601,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,372549834,https://www.walmart.com/ip/Frozen-Burritos,"El Monterey Frozen Burritos, 10 Pack",El Monterey,7.49,7.347525181378654,10,Regular,2022-01-15,1,Winter,1,0,0,0.0,0.0,2.138889000323256,2.138889000323256,36,1,7.3254025293094545,7.3254025293094545
79936,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,423386060,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.435561727547482,16,Regular,2022-04-21,4,Spring,0,0,0,0.0,0.0,1.2499017362143359,1.2499017362143359,26,0,2.485406123329126,2.485406123329126
30301,Bakery,Pastries,,Bakery/Pastries,412608347,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,5.001092258970987,12,Regular,2022-08-18,8,Summer,0,1,0,0.0,0.0,1.7900914121273581,1.7900914121273581,32,1,4.9978058174864675,4.9978058174864675
30301,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,876077452,https://www.walmart.com/ip/Chocolate-Ice-Cream,"Breyers Chocolate Ice Cream, 48 Oz",Breyers,6.99,6.87490064225777,48,Winter Discount,2022-12-19,12,Winter,1,0,1,0.0,0.0,2.0781907597781832,2.0781907597781832,34,1,6.982086019661964,6.283877417695768
79936,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,209528848,https://www.walmart.com/ip/Sunflower-Seeds,"David Sunflower Seeds, 8 Oz",David,3.49,3.5275698018345674,8,Regular,2022-09-15,9,Fall,0,0,0,0.0,0.0,1.501852701754163,1.501852701754163,27,0,3.5000735392161566,3.5000735392161566
79936,Bakery,Cakes,,Bakery/Cakes,307871958,https://www.walmart.com/ip/Chocolate-Cake,"Betty Crocker Chocolate Cake, 15 Oz",Betty Crocker,5.99,5.92993613100812,15,Regular,2022-02-14,2,Winter,1,0,0,0.0,0.0,1.944480556245719,1.944480556245719,35,1,5.999656172492293,5.999656172492293
30301,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,499949312,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.4608306250206726,16,Regular,2022-09-20,9,Fall,0,0,0,0.0,0.0,1.2499017362143359,1.2499017362143359,26,0,2.485406123329126,2.485406123329126
79936,Bakery,Bread,,Bakery/Bread,378454165,https://www.walmart.com/ip/White-Bread,"Wonder White Bread, 20 Oz",Wonder,2.49,2.4298293387770604,20,Regular,2022-05-19,5,Spring,0,0,0,0.0,0.0,1.2499017362143359,1.2499017362143359,25,0,2.485406123329126,2.485406123329126
79936,Beverages,Water,,Beverages/Water,358036154,https://www.walmart.com/ip/Spring-Water,"Poland Spring Spring Water, 24 Pack",Poland Spring,4.99,5.175227818450894,24,Regular,2022-08-26,8,Summer,0,1,0,0.0,0.0,1.7900914121273581,1.7900914121273581,35,1,4.9978058174864675,4.9978058174864675
30301,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,698677586,https://www.walmart.com/ip/Frozen-Pizza,"DiGiorno Frozen Pizza, 30 Oz",DiGiorno,6.99,6.988650277526207,30,Regular,2022-01-28,1,Winter,1,0,0,0.0,0.0,2.0781907597781832,2.0781907597781832,28,1,6.982086019661964,6.982086019661964
10001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,502983383,https://www.walmart.com/ip/Sunflower-Seeds,"David Sunflower Seeds, 8 Oz",David,3.49,3.38422890710441,8,Regular,2022-09-15,9,Fall,0,0,0,0.0,0.0,1.501852701754163,1.501852701754163,27,0,3.5000735392161566,3.5000735392161566
10001,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,731593328,https://www.walmart.com/ip/Frozen-Pizza,"DiGiorno Frozen Pizza, 30 Oz",DiGiorno,6.99,7.07225449121032,30,Regular,2022-02-16,2,Winter,1,0,0,0.0,0.0,2.0781907597781832,2.0781907597781832,28,1,6.982086019661964,6.982086019661964
60601,Bakery,Pastries,,Bakery/Pastries,460705052,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,4.867915635002898,12,Regular,2022-05-24,5,Spring,0,0,0,0.0,0.0,1.7900914121273581,1.7900914121273581,32,1,4.9978058174864675,4.9978058174864675
90001,Bakery,Cakes,,Bakery/Cakes,435415571,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,6.010886359500476,15,Regular,2022-05-28,5,Spring,0,0,0,0.0,0.0,1.944480556245719,1.944480556245719,32,1,5.999656172492293,5.999656172492293
90001,Bakery,Pastries,,Bakery/Pastries,703028054,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.2940329876120225,8,Regular,2022-12-09,12,Winter,1,0,0,0.0,0.0,1.501852701754163,1.501852701754163,30,0,3.5000735392161566,3.5000735392161566
90001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,959659100,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.857181395110157,6,Regular,2022-07-05,7,Summer,0,1,0,0.0,0.0,1.944480556245719,1.944480556245719,26,1,5.999656172492293,5.999656172492293
10001,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,723393682,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.5096861235869126,16,Regular,2022-08-10,8,Summer,0,1,0,0.0,0.0,1.2499017362143359,1.2499017362143359,26,0,2.485406123329126,2.485406123329126
79936,Deli,Cheese,,Deli/Cheese,291534718,https://www.walmart.com/ip/Mozzarella-Cheese,"Sargento Mozzarella Cheese, 8 Oz",Sargento,3.49,3.5638466579995414,8,Regular,2022-07-19,7,Summer,0,1,0,0.0,0.0,1.501852701754163,1.501852701754163,32,0,3.5000735392161566,3.5000735392161566
90001,Deli,Prepared Meals,,Deli/Prepared Meals,719259154,https://www.walmart.com/ip/Chicken-Alfredo,"Stouffer's Chicken Alfredo, 12 Oz",Stouffer's,4.99,5.007136828118997,12,Regular,2022-09-24,9,Fall,0,0,0,0.0,0.0,1.7900914121273581,1.7900914121273581,33,1,4.9978058174864675,4.9978058174864675
60601,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,669473034,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.478435171761176,16,Regular,2022-08-08,8,Summer,0,1,0,0.0,0.0,1.2499017362143359,1.2499017362143359,26,0,2.485406123329126,2.485406123329126
60601,Beverages,Soda,,Beverages/Soda,960577141,https://www.walmart.com/ip/Lemon-Lime-Soda,"Sprite Lemon-Lime Soda, 2 L",Sprite,1.99,1.9598896304410711,2,Regular,2022-03-30,3,Spring,0,0,0,0.0,0.0,1.095273387402595,1.095273387402595,27,0,1.9838767648863906,1.9838767648863906
79936,Deli,Cheese,,Deli/Cheese,608356667,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.3421478009632573,8,Regular,2022-04-20,4,Spring,0,0,0,0.0,0.0,1.501852701754163,1.501852701754163,26,0,3.5000735392161566,3.5000735392161566
90001,Beverages,Juice,,Beverages/Juice,810207248,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.9180155791605293,64,Regular,2022-07-31,7,Summer,0,1,0,0.0,0.0,1.6074359097634274,1.6074359097634274,29,0,3.9752698886926394,3.9752698886926394
79936,Bakery,Cakes,,Bakery/Cakes,169301413,https://www.walmart.com/ip/Chocolate-Cake,"Betty Crocker Chocolate Cake, 15 Oz",Betty Crocker,5.99,5.943936122904021,15,Regular,2022-10-24,10,Fall,0,0,0,0.0,0.0,1.944480556245719,1.944480556245719,35,1,5.999656172492293,5.999656172492293
60601,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,491658840,https://www.walmart.com/ip/Vanilla-Ice-Cream,"Haagen-Dazs Vanilla Ice Cream, 14 Oz",Haagen-Dazs,4.99,5.095712222621891,14,Winter Discount,2022-02-17,2,Winter,1,0,1,0.0,0.0,1.7900914121273581,1.7900914121273581,36,1,4.9978058174864675,4.4980252357378205
10001,Deli,Prepared Meals,,Deli/Prepared Meals,140522355,https://www.walmart.com/ip/Chicken-Alfredo,"Stouffer's Chicken Alfredo, 12 Oz",Stouffer's,4.99,5.024361828956846,12,Regular,2022-05-12,5,Spring,0,0,0,0.0,0.0,1.7900914121273581,1.7900914121273581,33,1,4.9978058174864675,4.9978058174864675
79936,Bakery,Pastries,,Bakery/Pastries,183332599,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.3136959844637266,8,Regular,2022-07-30,7,Summer,0,1,0,0.0,0.0,1.501852701754163,1.501852701754163,30,0,3.5000735392161566,3.5000735392161566
60601,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,402653589,https://www.walmart.com/ip/Spinach,"Green Giant Spinach, 16 Oz",Green Giant,2.49,2.52240839693948,16,Regular,2022-02-01,2,Winter,1,0,0,0.0,0.0,1.2499017362143359,1.2499017362143359,26,0,2.485406123329126,2.485406123329126
79936,Beverages,Soda,,Beverages/Soda,468136489,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.9514917719583684,2,Regular,2022-08-28,8,Summer,0,1,0,0.0,0.0,1.095273387402595,1.095273387402595,19,0,1.9838767648863906,1.9838767648863906
79936,Beverages,Juice,,Beverages/Juice,460088947,https://www.walmart.com/ip/Apple-Juice,"Mott's Apple Juice, 64 Oz",Mott's,3.49,3.4223077999694045,64,Regular,2022-12-07,12,Winter,1,0,0,0.0,0.0,1.501852701754163,1.501852701754163,25,0,3.5000735392161566,3.5000735392161566
79936,Snacks,Cookies,,Snacks/Cookies,587451894,https://www.walmart.com/ip/Chocolate-Chip-Cookies,"Chips Ahoy Chocolate Chip Cookies, 13 Oz",Chips Ahoy,4.29,4.351167628884087,13,Regular,2022-01-06,1,Winter,1,0,0,0.0,0.0,1.665818245870208,1.665818245870208,40,1,4.151347281544071,4.151347281544071
90001,Beverages,Water,,Beverages/Water,436035404,https://www.walmart.com/ip/Spring-Water,"Poland Spring Spring Water, 24 Pack",Poland Spring,4.99,5.093099952249595,24,Regular,2022-03-18,3,Spring,0,0,0,0.0,0.0,1.7900914121273581,1.7900914121273581,35,1,4.9978058174864675,4.9978058174864675
60601,Snacks,Cookies,,Snacks/Cookies,331588920,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.38312801191162,12,Regular,2022-03-13,3,Spring,0,0,0,0.0,0.0,1.665818245870208,1.665818245870208,36,1,4.151347281544071,4.151347281544071
90001,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,806544030,https://www.walmart.com/ip/Chocolate-Ice-Cream,"Breyers Chocolate Ice Cream, 48 Oz",Breyers,6.99,6.906078247677736,48,Regular,2022-05-19,5,Spring,0,0,1,0.0,0.0,2.0781907597781832,2.0781907597781832,34,1,6.982086019661964,6.982086019661964
90001,Beverages,Juice,,Beverages/Juice,521522224,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.9590787624148787,64,Regular,2022-07-28,7,Summer,0,1,0,0.0,0.0,1.6074359097634274,1.6074359097634274,29,0,3.9752698886926394,3.9752698886926394
30301,Beverages,Juice,,Beverages/Juice,412390184,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,4.0231263431403566,64,Regular,2022-11-17,11,Fall,0,0,0,0.0,0.0,1.6074359097634274,1.6074359097634274,29,0,3.9752698886926394,3.9752698886926394
60601,Beverages,Water,,Beverages/Water,682281434,https://www.walmart.com/ip/Purified-Water,"Nestle Purified Water, 24 Pack",Nestle,4.99,5.087554512712236,24,Regular,2022-05-19,5,Spring,0,0,0,0.0,0.0,1.7900914121273581,1.7900914121273581,30,1,4.9978058174864675,4.9978058174864675
30301,Bakery,Bread,,Bakery/Bread,911006495,https://www.walmart.com/ip/White-Bread,"Wonder White Bread, 20 Oz",Wonder,2.49,2.4420825762154714,20,Regular,2022-12-23,12,Winter,1,0,0,0.0,0.0,1.2499017362143359,1.2499017362143359,25,0,2.485406123329126,2.485406123329126
10001,Beverages,Soda,,Beverages/Soda,889010431,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.9714341023336184,2,Regular,2022-11-21,11,Fall,0,0,0,0.0,0.0,1.095273387402595,1.095273387402595,19,0,1.9838767648863906,1.9838767648863906
60601,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,621736428,https://www.walmart.com/ip/Frozen-Pizza,"DiGiorno Frozen Pizza, 30 Oz",DiGiorno,6.99,6.879366502599398,30,Regular,2022-08-15,8,Summer,0,1,0,0.0,0.0,2.0781907597781832,2.0781907597781832,28,1,6.982086019661964,6.982086019661964
79936,Snacks,Cookies,,Snacks/Cookies,772462780,https://www.walmart.com/ip/Chocolate-Chip-Cookies,"Chips Ahoy Chocolate Chip Cookies, 13 Oz",Chips Ahoy,4.29,4.170379337591933,13,Regular,2022-04-16,4,Spring,0,0,0,0.0,0.0,1.665818245870208,1.665818245870208,40,1,4.151347281544071,4.151347281544071
30301,Beverages,Juice,,Beverages/Juice,345437849,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,4.07125258223942,64,Regular,2022-01-15,1,Winter,1,0,0,0.0,0.0,1.6074359097634274,1.6074359097634274,29,0,3.9752698886926394,3.9752698886926394
60601,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,744150434,https://www.walmart.com/ip/Chocolate-Ice-Cream,"Breyers Chocolate Ice Cream, 48 Oz",Breyers,6.99,7.125624002857083,48,Summer Premium,2022-06-14,6,Summer,0,1,1,0.0,0.0,2.0781907597781832,2.0781907597781832,34,1,6.982086019661964,7.680294621628161
60601,Beverages,Water,,Beverages/Water,550338288,https://www.walmart.com/ip/Purified-Water,"Nestle Purified Water, 24 Pack",Nestle,4.99,4.982798987841967,24,Regular,2023-01-01,1,Winter,1,0,0,0.0,0.0,1.7900914121273581,1.7900914121273581,30,1,4.9978058174864675,4.9978058174864675
60601,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,439239442,https://www.walmart.com/ip/Chocolate-Ice-Cream,"Breyers Chocolate Ice Cream, 48 Oz",Breyers,6.99,7.090353289789203,48,Regular,2022-09-29,9,Fall,0,0,1,0.0,0.0,2.0781907597781832,2.0781907597781832,34,1,6.982086019661964,6.982086019661964
30301,Beverages,Water,,Beverages/Water,680981418,https://www.walmart.com/ip/Spring-Water,"Poland Spring Spring Water, 24 Pack",Poland Spring,4.99,5.026163602504764,24,Regular,2022-06-28,6,Summer,0,1,0,0.0,0.0,1.7900914121273581,1.7900914121273581,35,1,4.9978058174864675,4.9978058174864675
90001,Bakery,Cakes,,Bakery/Cakes,633842015,https://www.walmart.com/ip/Chocolate-Cake,"Betty Crocker Chocolate Cake, 15 Oz",Betty Crocker,5.99,5.925488024539487,15,Regular,2022-12-15,12,Winter,1,0,0,0.0,0.0,1.944480556245719,1.944480556245719,35,1,5.999656172492293,5.999656172492293
79936,Bakery,Cakes,,Bakery/Cakes,755252860,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,6.026139560550842,15,Regular,2022-07-05,7,Summer,0,1,0,0.0,0.0,1.944480556245719,1.944480556245719,32,1,5.999656172492293,5.999656172492293
79936,Deli,Prepared Meals,,Deli/Prepared Meals,204433786,https://www.walmart.com/ip/Beef-Stroganoff,"Stouffer's Beef Stroganoff, 12 Oz",Stouffer's,4.99,5.143803656646597,12,Regular,2022-12-09,12,Winter,1,0,0,0.0,0.0,1.7900914121273581,1.7900914121273581,33,1,4.9978058174864675,4.9978058174864675
10001,Deli,Prepared Meals,,Deli/Prepared Meals,669050428,https://www.walmart.com/ip/Beef-Stroganoff,"Stouffer's Beef Stroganoff, 12 Oz",Stouffer's,4.99,4.9864173960890055,12,Regular,2022-06-20,6,Summer,0,1,0,0.0,0.0,1.7900914121273581,1.7900914121273581,33,1,4.9978058174864675,4.9978058174864675
90001,Snacks,Chips,,Snacks/Chips,999889679,https://www.walmart.com/ip/Potato-Chips,"Lay's Potato Chips, 8 Oz",Lay's,2.99,3.1464643655814006,8,Regular,2022-07-18,7,Summer,0,1,0,0.0,0.0,1.3837912309017721,1.3837912309017721,24,0,2.981544467359145,2.981544467359145
79936,Beverages,Juice,,Beverages/Juice,502099329,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.7280254895910256,64,Regular,2022-04-11,4,Spring,0,0,0,0.0,0.0,1.6074359097634274,1.6074359097634274,29,0,3.9752698886926394,3.9752698886926394
90001,Deli,Prepared Meals,,Deli/Prepared Meals,965756312,https://www.walmart.com/ip/Chicken-Alfredo,"Stouffer's Chicken Alfredo, 12 Oz",Stouffer's,4.99,5.072190250437522,12,Regular,2022-05-05,5,Spring,0,0,0,0.0,0.0,1.7900914121273581,1.7900914121273581,33,1,4.9978058174864675,4.9978058174864675
90001,Snacks,Cookies,,Snacks/Cookies,450016711,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.298704706823817,12,Regular,2022-04-01,4,Spring,0,0,0,0.0,0.0,1.665818245870208,1.665818245870208,36,1,4.151347281544071,4.151347281544071
30301,Bakery,Pastries,,Bakery/Pastries,808338786,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,4.9600992649534135,12,Regular,2022-05-18,5,Spring,0,0,0,0.0,0.0,1.7900914121273581,1.7900914121273581,32,1,4.9978058174864675,4.9978058174864675
60601,Beverages,Soda,,Beverages/Soda,344075663,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.9991760776535503,2,Regular,2022-01-04,1,Winter,1,0,0,0.0,0.0,1.095273387402595,1.095273387402595,19,0,1.9838767648863906,1.9838767648863906
60601,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",521968985,https://www.walmart.com/ip/Garlic-Hummus,"Marketside Garlic Hummus, 10 Oz",Marketside,2.67,2.4712431085399107,10,Regular,2022-12-27,12,Winter,1,0,0,0.0,0.0,1.3001916620664788,1.3001916620664788,31,0,2.6714230092452333,2.6714230092452333
10001,Bakery,Cakes,,Bakery/Cakes,383790413,https://www.walmart.com/ip/Chocolate-Cake,"Betty Crocker Chocolate Cake, 15 Oz",Betty Crocker,5.99,5.968032811216249,15,Regular,2022-10-07,10,Fall,0,0,0,0.0,0.0,1.944480556245719,1.944480556245719,35,1,5.999656172492293,5.999656172492293
